Unnamed: 0,Weight,FatContent,ProductVisibility,ProductType,MRP,LocationType,OutletType,OutletSales
4329,15.1,1,0.157154813,6,62.2194,2,0,185.7582
7775,12.35,1,0.033813351,10,198.1426,0,1,3757.1094
5480,8.75,1,0.074778547,6,186.3556,1,1,3567.3564
4032,17.2,1,0.012012071,3,163.1184,0,1,4623.3152
8517,20.75,1,0.083606565,5,178.8318,0,1,3608.636
2117,10.195,1,0.146662938,5,138.6838,0,1,2388.2246
2937,8.365,1,0.039811272,6,191.3188,2,1,2285.0256
4671,13.5,1,0.067859568,4,60.1562,1,1,1599.9174
6708,12.6,0,0.135836915,3,93.8094,2,3,3237.1196
2836,9.8,1,0.056386541,1,84.6908,0,1,503.3448
7803,12.6,0,0.03046847,15,254.704,2,3,3036.048
7736,17.35,1,0.041474232,5,93.0804,0,1,826.9236
947,12.6,1,0.061955439,5,145.1418,2,3,4561.3958
2925,8.42,0,0.070856383,9,217.4192,2,2,431.4384
5981,8.05,1,0.164679597,4,112.1518,0,1,1252.3698
3834,7.655,0,0.031938828,3,114.1492,1,1,1158.492
6727,20.6,0,0.083473583,0,120.8756,1,1,1211.756
883,20.85,0,0.062606583,5,192.2478,2,0,387.4956
5103,12.6,0,0.098629062,6,90.6462,2,3,2406.2012
4471,14.85,1,0.035227697,6,159.5578,2,1,2085.9514
6489,15.1,1,0.0,6,146.2786,2,0,433.4358
4937,8.275,0,0.110197977,9,104.2306,2,1,3658.571
3861,11.0,1,0.057011062,6,241.9512,2,1,2908.2144
8079,12.1,0,0.01545846,9,166.0526,0,1,3617.9572
6519,10.895,0,0.0358031,6,130.3284,0,1,2504.7396
7764,13.3,1,0.071597469,6,60.8536,1,1,918.804
8363,8.43,0,0.017396308,14,196.0768,2,2,4138.6128
5882,13.8,1,0.064207277,6,76.0012,0,1,1214.4192
6323,12.6,0,0.070912843,5,121.5098,2,3,2410.196
6193,11.5,1,0.041994624,5,194.782,1,1,3475.476
2415,19.2,0,0.124301968,3,89.7488,1,1,2082.6224
6974,15.1,1,0.067181098,13,258.8304,0,1,5424.9384
6696,12.6,0,0.015944801,4,249.5092,2,3,6474.2392
7518,20.35,0,0.060794097,0,233.6616,0,1,2577.9776
7597,12.6,1,0.093463546,5,189.1214,2,3,2261.0568
4755,13.0,1,0.030083482,3,61.922,1,1,1557.972
2899,18.75,0,0.01035692,9,208.3954,2,1,2709.1402
5843,12.6,0,0.064362554,6,193.7794,2,3,4876.985
2398,15.85,0,0.057313443,13,53.3956,0,1,1364.89
2209,12.6,0,0.086326707,13,192.6478,0,0,387.4956
1710,12.6,0,0.02110482,3,217.0824,2,3,6769.8544
104,19.75,0,0.034027909,13,212.0902,2,2,3185.853
6772,7.39,0,0.120258245,11,141.547,1,1,2290.352
1186,20.7,1,0.079419755,0,99.8042,0,1,1488.063
7980,18.35,1,0.15783357,6,87.5882,2,0,171.7764
8342,17.5,0,0.013714183,5,259.2304,1,1,2841.6344
6348,10.8,1,0.0,0,39.3138,2,1,1015.345
6718,11.5,0,0.020960615,8,133.2942,2,1,2649.884
8426,7.435,0,0.084436394,15,168.6158,1,1,4512.1266
151,13.85,1,0.026001976,5,161.521,2,2,1794.331
915,9.395,0,0.159582185,14,224.772,0,1,7017.532
1305,8.905,0,0.143129124,5,58.8878,0,1,1151.1682
6051,12.6,1,0.106538757,6,145.4786,2,3,5779.144
4314,19.7,1,0.0,0,194.411,0,1,5106.686
5736,14.3,0,0.123264522,4,123.273,1,1,1108.557
8020,9.13,0,0.051847425,9,152.8024,0,1,1214.4192
6336,8.275,0,0.110913601,9,106.3306,1,1,1254.3672
6317,15.6,1,0.105208448,13,170.5764,2,1,4466.1864
4165,12.6,1,0.039031927,13,95.641,2,3,1737.738
5825,12.6,0,0.037345714,6,106.5306,0,0,104.5306
2796,5.73,0,0.075943184,14,85.5882,2,0,171.7764
2701,12.65,0,0.042175992,9,106.4938,2,1,2465.4574
1398,6.215,1,0.049580407,0,227.4062,2,1,5191.2426
2519,20.5,0,0.032819637,9,38.9822,0,1,982.055
183,5.75,1,0.075107656,4,112.8176,2,1,1374.2112
5353,16.35,0,0.113953562,6,198.2426,2,0,790.9704
366,8.05,1,0.07838564,6,256.4646,1,1,5153.292
3885,8.18,1,0.082333019,5,58.1588,2,1,343.5528
8299,12.1,0,0.020600553,13,147.5734,0,1,3414.8882
5504,13.5,1,0.0,4,57.8562,0,1,711.0744
2417,5.19,0,0.042861968,5,196.811,1,1,3731.809
471,5.985,0,0.005677876,0,184.8924,1,1,1665.8316
967,7.0,0,0.152261999,3,105.728,1,1,1278.336
5889,5.735,0,0.05695045,6,177.937,1,1,1587.933
5814,6.305,1,0.123307177,13,93.5436,0,1,283.6308
2656,5.82,1,0.077756427,6,254.533,1,1,1281.665
6107,18.35,0,0.099090261,6,94.0462,1,1,555.2772
209,12.85,0,0.165694219,5,39.7164,2,0,231.6984
1961,12.6,0,0.082152451,3,179.9002,2,3,4119.3046
896,16.2,1,0.128682722,5,178.437,1,1,1058.622
8330,8.21,0,0.044888397,4,87.3198,2,1,610.5386
7492,14.65,0,0.172357491,6,50.8692,1,1,788.3072
6939,17.35,0,0.014721579,5,73.1038,1,1,886.8456
1773,7.5,0,0.096806008,9,56.2588,2,2,687.1056
4883,11.5,0,0.014921093,15,173.908,2,2,1211.756
2299,16.7,0,0.022110425,4,110.8886,1,1,3558.0352
1209,11.8,1,0.07665661,13,32.3558,2,1,169.779
5733,12.15,1,0.058663727,6,164.1552,2,2,3249.104
5023,17.7,1,0.122065518,10,103.3674,0,1,2546.685
8498,15.35,0,0.035292855,9,124.573,2,2,1601.249
1270,7.475,0,0.075845634,9,156.0656,0,1,1853.5872
1251,9.3,0,0.044843161,9,246.1802,2,2,2702.4822
7645,10.3,0,0.027292686,6,101.2042,2,1,396.8168
4051,6.695,0,0.0,5,219.4456,0,1,3094.6384
6258,12.6,1,0.008525061,10,72.5038,2,3,2512.7292
5313,12.65,0,0.0,10,107.8938,0,1,750.3566
4663,12.6,1,0.02439015,1,95.9068,2,3,3207.8244
292,12.85,0,0.033287541,6,198.4768,1,1,1379.5376
3593,16.7,0,0.070297175,4,216.385,1,1,3678.545
1051,12.6,0,0.147663025,6,106.028,2,3,1810.976
3314,19.1,0,0.09688421,6,233.5958,0,1,2336.958
7706,11.8,1,0.077154417,13,35.7558,1,1,577.2486
272,6.59,0,0.10550944,6,85.6908,2,1,1929.4884
2042,8.6,0,0.090558833,9,112.6176,2,2,3091.9752
7353,16.7,1,0.091437584,15,64.3168,2,0,127.8336
6435,7.02,0,0.08114883,6,146.8734,1,1,3563.3616
3558,10.5,1,0.026424424,0,145.2128,1,1,3739.1328
5973,15.35,0,0.074601506,13,90.983,1,1,1348.245
1086,18.2,0,0.058799705,9,220.7456,1,1,4420.912
4196,10.895,0,0.027032204,5,106.328,1,1,852.224
3844,21.1,1,0.16216286,6,62.2168,2,2,383.5008
2903,20.5,0,0.036346224,5,72.9696,1,1,596.5568
4844,15.5,1,0.044024163,6,102.0332,2,0,102.5332
6325,6.425,0,0.093454899,6,175.3712,0,1,2988.1104
7204,14.6,0,0.0,11,242.3538,1,1,5287.7836
5037,15.85,1,0.110202066,5,39.7506,0,1,721.0614
5609,8.27,1,0.0,14,183.2924,1,1,2406.2012
6298,13.65,1,0.025961116,13,80.4302,0,1,316.9208
4031,12.6,1,0.014998914,10,72.4038,0,0,221.7114
6118,10.8,0,0.041831008,8,186.6214,2,1,2261.0568
3362,6.11,1,0.103340142,6,131.2968,2,2,913.4776
6802,13.65,1,0.012823829,13,55.5588,1,1,916.1408
613,12.3,1,0.0,13,57.3562,2,1,177.7686
3872,9.5,1,0.035151215,6,171.8448,0,1,2556.672
5597,20.7,1,0.04745185,4,214.6876,2,1,3001.4264
4077,17.5,0,0.052740763,13,103.799,1,1,1135.189
4918,19.7,0,0.066935459,13,177.537,0,1,3175.866
5157,11.6,1,0.009763021,13,226.2404,0,1,1800.3232
1748,9.285,1,0.021049215,13,161.0578,1,1,2406.867
7944,10.6,1,0.033052168,2,49.7008,0,1,961.4152
6755,17.35,1,0.027653795,3,88.0856,0,1,1318.284
5214,7.075,0,0.058437653,4,143.0128,0,1,1150.5024
3133,17.0,1,0.026563851,3,141.247,1,1,3292.381
5513,12.6,0,0.044591774,9,59.6562,2,3,2192.4794
2910,14.1,0,0.089660816,3,140.0496,1,1,1411.496
2662,7.39,0,0.092705683,9,251.9066,2,1,4267.1122
6564,14.85,1,0.035456465,6,162.2578,1,1,3690.5294
4220,6.55,1,0.034800079,1,157.5288,1,1,1571.288
3113,6.44,0,0.132590283,1,98.17,2,0,199.74
2154,8.895,0,0.026397141,5,207.8954,1,1,3542.7218
1344,12.85,0,0.033172957,13,172.0422,1,1,5345.7082
8374,5.175,0,0.037391881,3,83.2224,1,1,1789.6704
6633,11.5,0,0.171050595,13,126.3704,1,1,3880.2824
8331,20.25,1,0.018805105,6,220.6772,0,1,2223.772
4710,15.1,0,0.0,6,216.4166,1,1,2830.3158
952,12.6,0,0.0514111,1,33.0558,2,3,984.7182
3519,7.31,0,0.026830586,13,108.057,0,1,2087.283
6994,12.6,0,0.025960174,13,214.885,2,3,4976.855
1504,12.6,0,0.118099673,9,262.891,2,3,5522.811
5310,8.26,0,0.057585723,7,113.7834,2,0,115.1834
1806,7.895,1,0.061124626,2,58.5588,2,1,171.7764
5261,9.8,1,0.063805139,6,117.3492,1,1,810.9444
1121,6.71,1,0.029535852,0,67.5142,2,1,593.2278
5046,7.02,0,0.049942926,4,82.425,0,1,1414.825
8018,12.6,1,0.0,3,100.3674,2,3,1833.6132
5306,19.85,0,0.044489064,4,89.4856,1,1,1054.6272
4279,5.655,0,0.175047104,14,146.9102,1,1,1895.5326
5349,9.8,1,0.045258247,0,35.9874,1,1,282.2992
3801,9.5,1,0.022054553,10,195.4452,1,1,4502.1396
5263,12.6,1,0.028871235,13,188.7898,2,3,2057.9878
5739,8.155,0,0.119937231,10,189.153,2,2,2087.283
3680,18.85,0,0.036241797,10,57.3562,1,1,1007.3554
416,10.195,1,0.017627888,15,239.6538,1,1,2403.538
2973,8.315,1,0.035627489,0,146.6444,0,1,870.8664
6851,7.68,0,0.152429537,8,85.5224,2,1,1278.336
2431,12.6,0,0.03976832,11,83.9908,2,3,2348.9424
8069,19.0,0,0.129309277,9,188.8872,1,1,3592.6568
564,6.785,1,0.022970468,13,211.0928,1,1,4418.2488
2526,15.15,1,0.066551268,5,144.676,1,1,3954.852
4011,19.35,0,0.016705436,5,120.8098,1,1,3374.2744
1224,6.59,0,0.043828293,9,121.4098,2,0,241.0196
142,12.8,0,0.091221855,11,105.5938,1,1,2143.876
4371,15.35,0,0.01404119,5,38.419,0,1,476.047
1490,12.6,0,0.062294473,13,242.417,0,0,486.034
6848,6.03,0,0.022796178,4,178.1028,2,2,1416.8224
3298,17.75,0,0.097909084,8,242.1196,1,1,4097.3332
7218,17.35,0,0.0,5,72.2038,1,1,886.8456
3934,9.695,0,0.113939434,8,160.2604,0,1,1901.5248
4310,15.1,0,0.0,13,197.211,2,0,196.411
2653,17.7,0,0.088305201,4,182.3292,1,1,4195.8716
2004,5.405,1,0.053730029,3,199.0742,1,1,4777.7808
1194,12.6,1,0.032750291,13,112.1518,2,3,5351.0346
3574,15.7,1,0.027594064,3,171.179,2,1,1867.569
3455,7.145,0,0.017814518,5,159.8578,0,1,2246.4092
7832,12.15,0,0.079755214,8,36.6506,2,2,493.3578
1756,7.285,0,0.031327839,9,174.6054,1,1,2976.7918
497,12.6,1,0.100277876,6,196.8768,2,3,7094.7648
4626,17.0,1,0.026622757,3,144.247,1,1,3149.234
3454,20.7,0,0.169667145,3,183.5266,2,1,4426.2384
870,6.75,1,0.108148913,4,95.6752,2,1,958.752
912,20.6,0,0.082935004,0,119.5756,2,1,2665.8632
721,12.6,1,0.045243613,4,146.8102,2,3,3499.4448
6871,12.6,1,0.116793684,13,41.0112,0,0,42.6112
8473,14.7,0,0.035016091,7,144.3128,2,0,431.4384
6427,19.35,0,0.03322326,10,172.0738,2,2,3301.7022
4779,14.3,1,0.065195229,6,88.9856,1,1,1669.8264
1496,7.68,0,0.255348289,8,84.4224,2,0,170.4448
4995,5.82,1,0.077475884,6,255.333,1,1,4870.327
1520,8.235,0,0.08259502,0,149.1076,1,1,1182.4608
5639,12.6,1,0.037962696,4,97.5726,2,3,978.726
2746,4.88,1,0.133382115,0,55.0298,2,1,647.1576
4113,18.2,0,0.0,8,44.1086,1,1,1115.215
314,16.7,1,0.052368061,5,112.7176,2,1,801.6232
4084,17.5,0,0.026195131,13,252.6356,1,1,2543.356
7105,12.6,1,0.133347119,4,193.0794,0,0,975.397
108,12.6,0,0.278974075,14,225.372,0,0,679.116
1754,9.195,1,0.204713036,6,101.0016,2,0,202.4032
6195,20.7,0,0.039467795,9,151.7366,1,1,604.5464
1351,20.5,0,0.0,6,90.883,2,0,89.883
3129,7.52,1,0.044091657,0,182.995,0,1,3844.995
4975,7.59,1,0.145335007,6,173.108,1,1,2077.296
4885,13.65,1,0.031508924,3,98.77,1,1,1697.79
480,9.5,1,0.010907967,13,182.3608,2,1,2940.1728
3905,8.365,0,0.071846495,7,37.9506,0,1,569.259
1973,12.1,0,0.029827665,14,144.3444,0,1,2612.5992
336,5.5,0,0.04709821,11,101.3016,0,1,3339.6528
2764,12.6,0,0.026552056,3,56.2246,2,3,1737.738
5547,7.945,0,0.01596609,13,163.521,1,1,1794.331
6217,9.8,0,0.090649107,11,194.3478,1,1,4649.9472
5015,19.25,0,0.102188428,4,54.3956,2,2,1201.1032
6055,17.7,0,0.116542484,13,182.6266,0,1,3504.1054
524,8.895,0,0.124967595,9,112.7544,1,1,3467.4864
4888,14.85,1,0.019495051,4,261.291,2,1,10256.649
6984,12.6,1,0.041370245,5,46.2376,2,3,814.9392
4003,10.195,0,0.0,7,114.086,0,1,1810.976
2809,7.5,0,0.054610829,5,237.1906,2,0,237.6906
724,10.1,1,0.045950475,13,38.2848,1,1,1230.3984
765,12.15,1,0.058516562,6,164.1552,0,1,5198.5664
4778,15.15,1,0.012332667,13,130.0284,1,1,3559.3668
4387,17.0,0,0.052209303,8,122.373,0,1,2586.633
4951,12.6,0,0.015359722,9,163.7526,2,3,1973.4312
307,7.075,0,0.0,5,98.0068,2,2,874.8612
1278,13.15,0,0.022924552,6,157.892,1,1,1917.504
348,19.2,0,0.077628053,9,197.611,0,1,3142.576
4303,5.655,0,0.0,14,147.5102,0,1,1166.4816
6869,12.6,1,0.170382726,5,45.2718,0,0,47.2718
6703,9.8,0,0.047260402,0,102.8016,0,1,1922.8304
6129,12.6,0,0.030208465,8,35.4874,2,3,1693.7952
7988,20.0,1,0.10399676,3,107.4622,2,1,1587.933
1791,12.6,0,0.081014461,0,98.8384,0,0,492.692
4590,8.355,0,0.187939003,3,146.9418,1,1,1029.9926
6625,13.8,1,0.064195136,6,75.8012,1,1,1138.518
4252,9.8,0,0.090448534,11,194.5478,1,1,774.9912
6220,16.2,1,0.016679232,5,96.3726,0,1,2740.4328
2053,12.6,0,0.0,6,55.7298,2,3,2804.3496
4394,8.895,0,0.075757177,7,233.8616,2,2,937.4464
5820,18.7,0,0.014622625,14,52.0324,1,1,1090.5804
71,15.85,1,0.121531501,0,59.222,2,1,599.22
5686,9.065,0,0.115307979,5,97.0094,1,1,856.8846
2759,11.1,0,0.033102681,9,116.6124,1,1,1540.6612
7461,13.8,0,0.01326146,3,108.0254,1,1,759.6778
7318,7.75,1,0.083268523,5,32.9558,2,2,101.8674
5337,12.15,0,0.006770252,11,124.473,0,1,1231.73
3478,21.25,0,0.019423232,13,120.8756,0,1,3150.5656
6656,13.8,0,0.097251621,4,245.7802,2,0,245.6802
5887,9.195,0,0.101294945,0,46.2744,0,1,1086.5856
4981,12.6,1,0.03443677,1,156.5288,2,3,4870.9928
1260,16.0,0,0.057012606,4,225.0404,2,1,5851.0504
1666,9.195,1,0.04731256,5,50.7666,2,2,512.666
8373,12.6,0,0.042758477,6,88.4172,2,3,2051.9956
8421,10.895,0,0.064939211,6,194.1794,2,2,2340.9528
4687,20.25,0,0.058935522,9,246.646,0,1,2463.46
4556,15.1,1,0.096491904,10,134.4942,2,2,1854.9188
2167,16.35,0,0.013393537,11,106.028,1,1,1065.28
1445,12.6,0,0.058827583,9,110.4912,0,0,436.7648
2533,12.6,0,0.06912336,14,106.0938,2,3,2787.0388
1695,12.5,0,0.020680499,1,197.2742,2,1,2587.9646
2892,7.27,0,0.046631836,8,98.4384,0,1,1576.6144
1095,8.02,0,0.111419588,13,154.3998,1,1,3383.5956
6646,12.6,1,0.073541072,5,192.282,0,0,386.164
6466,8.68,0,0.008828341,5,99.9384,2,1,689.7688
3203,10.195,1,0.145867347,4,194.0794,0,1,3901.588
4309,6.095,0,0.081361288,11,141.9154,1,1,2694.4926
1630,16.0,1,0.099832728,5,87.4856,1,1,263.6568
5403,12.6,1,0.047037323,13,96.4068,2,3,2624.5836
1881,13.1,0,0.012089479,11,189.853,2,1,3415.554
4742,19.75,0,0.033942546,13,213.5902,0,1,4460.1942
5983,11.5,1,0.037563325,13,109.5254,1,1,1627.881
1612,18.2,0,0.049520593,6,147.3734,2,2,2375.5744
978,20.75,1,0.105994654,2,150.5682,2,0,762.341
1413,7.365,0,0.159937597,13,93.912,1,1,1304.968
6281,7.22,1,0.038477325,0,62.951,2,2,1138.518
4012,19.2,0,0.058893461,13,178.9318,2,0,180.4318
848,9.0,0,0.079794329,3,80.1644,1,1,1178.466
7084,11.8,0,0.054460571,7,77.0012,1,1,2277.036
4490,18.0,0,0.008539208,0,81.2618,1,1,402.809
4246,10.85,0,0.163160327,13,107.4622,1,1,1693.7952
2877,19.1,0,0.03856376,6,209.2586,0,1,3165.879
2271,12.6,1,0.095587976,6,193.982,0,0,579.246
2392,11.15,1,0.00827301,4,150.4708,2,1,1956.1204
6963,17.7,1,0.0,6,46.8034,1,1,923.4646
1830,10.6,0,0.011087128,1,41.4454,1,1,1468.089
3317,14.7,0,0.072707309,6,49.5034,1,1,291.6204
8398,8.85,0,0.016052446,9,106.7964,1,1,1367.5532
7314,19.6,0,0.02394662,9,106.9964,1,1,1788.3388
47,10.0,0,0.025879577,3,265.2226,1,1,5815.0972
4634,12.6,0,0.123557061,9,216.6192,0,0,215.7192
4800,7.81,0,0.112906337,14,243.5486,2,0,488.6972
1350,12.6,0,0.0,8,123.473,0,0,369.519
8201,12.6,1,0.03670437,10,228.1352,2,3,9390.4432
3717,20.25,1,0.076097073,4,193.5794,2,1,1950.794
4148,12.6,0,0.009534758,13,64.551,2,3,1201.769
446,12.6,1,0.141975462,13,49.6008,0,0,50.6008
2248,7.5,0,0.036439878,8,175.3028,1,1,3010.7476
1743,16.5,1,0.079875237,6,102.7332,1,1,1537.998
844,12.6,1,0.0,3,154.6314,2,3,6515.5188
6255,8.97,0,0.092997032,9,55.2956,1,1,873.5296
6985,12.6,1,0.020312314,10,98.1042,2,3,2777.7176
3289,9.895,0,0.167831064,14,237.4564,0,1,715.0692
3936,8.21,0,0.045016894,4,87.6198,1,1,1133.8574
3761,5.15,1,0.10239789,10,122.1388,2,0,495.3552
2440,20.35,1,0.031102571,4,257.2672,1,1,2045.3376
3103,9.6,0,0.096842096,14,166.1158,1,1,501.3474
6548,10.65,0,0.024107056,6,56.6272,1,1,447.4176
678,7.17,1,0.05997133,6,132.1968,2,2,2870.9296
4101,12.6,0,0.144534212,4,190.6504,0,0,575.2512
7586,12.6,1,0.0,0,165.5868,2,3,5404.9644
4955,16.2,0,0.074019393,5,41.7454,2,0,83.8908
1294,18.85,0,0.042641788,3,257.833,1,1,5382.993
3316,12.6,0,0.087380432,6,109.7228,2,1,1547.3192
4372,13.65,0,0.04917754,6,151.805,2,1,2696.49
5041,11.0,1,0.088025298,5,158.063,1,1,2659.871
971,11.6,0,0.038597077,4,57.9272,1,1,615.1992
6319,11.1,0,0.135692831,13,220.0482,2,2,2628.5784
5270,20.5,0,0.143283608,9,37.919,0,1,183.095
1112,12.6,0,0.099747488,6,75.2328,2,3,1544.656
8442,12.6,0,0.173324207,5,39.9164,0,0,38.6164
776,12.3,0,0.069446588,14,106.3938,1,1,857.5504
8277,20.5,0,0.032954044,9,39.3822,1,1,314.2576
2231,12.0,0,0.033974436,3,181.8976,0,1,4527.44
2228,7.35,1,0.014353174,6,242.6512,2,1,969.4048
2153,12.6,0,0.055566935,9,263.591,0,0,262.991
6005,5.175,1,0.029555773,13,105.9622,1,1,1693.7952
4341,19.1,0,0.045400017,4,38.8138,1,1,690.4346
5333,6.985,1,0.137926458,10,184.7608,2,2,4042.7376
7976,5.035,1,0.080072603,1,228.2036,1,1,2504.7396
7609,12.6,1,0.076944658,6,257.133,2,3,7433.657
5096,10.65,0,0.024020078,6,57.2272,1,1,1174.4712
8320,12.6,0,0.039300964,13,99.5042,2,3,1884.8798
1366,12.6,0,0.060237465,7,115.9834,0,0,345.5502
1469,16.25,0,0.025789175,6,166.9474,1,1,2863.6058
1851,20.2,1,0.0,6,129.0678,1,1,3560.6984
3183,18.25,0,0.077882226,13,258.0962,1,1,1035.9848
1963,12.35,0,0.164274416,9,119.8124,1,1,2133.2232
5284,12.6,1,0.141360118,0,197.311,0,0,392.822
7417,8.775,0,0.021647195,6,109.5228,1,1,994.7052
3199,12.6,0,0.078831762,1,98.97,2,3,3395.58
7894,11.1,0,0.010658153,3,83.0908,0,1,1593.9252
1289,16.35,0,0.013387211,11,105.628,0,1,1065.28
485,12.6,0,0.064636203,0,90.0804,2,3,2113.2492
2239,12.6,0,0.036012919,13,148.0734,0,0,593.8936
7059,19.2,1,0.142189843,3,153.8314,2,0,155.1314
3261,17.35,0,0.014691784,5,74.1038,0,1,960.7494
3749,18.25,1,0.171174491,4,156.463,1,1,938.778
7211,7.17,1,0.059820884,6,130.3968,0,1,3523.4136
6773,20.7,1,0.079281476,0,100.1042,1,1,892.8378
30,19.25,0,0.170348551,4,55.7956,2,0,163.7868
6875,12.6,0,0.033929133,14,154.3972,0,0,311.5944
1879,7.81,0,0.067592098,14,246.0486,1,1,7086.1094
6403,8.27,1,0.089479661,13,148.6708,2,1,2106.5912
8324,7.97,0,0.021579162,12,105.9596,1,1,2049.3324
3771,14.0,0,0.050371508,6,214.7192,2,0,862.8768
4099,9.21,0,0.008757492,6,120.8414,2,1,2071.3038
4264,17.35,0,0.020676141,11,80.6618,1,1,1208.427
7945,12.6,0,0.054443762,13,184.6582,0,0,185.7582
5700,8.35,1,0.126869718,5,74.4354,0,1,1128.531
6041,12.6,0,0.0,8,152.0708,2,3,2106.5912
1036,14.1,0,0.089859642,3,140.2496,1,1,1693.7952
636,8.975,1,0.01516265,3,101.899,2,0,103.199
3779,6.65,0,0.053506996,3,150.0734,2,2,3563.3616
5612,12.6,0,0.037824735,6,109.7228,0,0,331.5684
8151,6.44,0,0.0,1,98.27,0,1,2396.88
1083,11.85,0,0.132560174,4,97.2726,2,1,782.9808
2615,12.6,1,0.023417004,10,223.8404,2,3,7201.2928
861,20.2,0,0.110356797,9,62.051,2,0,126.502
4487,13.65,1,0.0,10,36.6532,1,1,755.0172
903,14.3,1,0.04975339,10,210.3586,0,1,6331.758
191,5.78,1,0.074264356,13,264.7568,0,1,4745.8224
109,14.15,0,0.035913805,14,41.4138,2,1,812.276
8345,12.6,1,0.26639671,5,215.6218,0,0,641.1654
4929,12.6,0,0.013861607,0,94.4462,2,3,2036.0164
3933,19.35,1,0.049594299,6,77.0644,2,1,2278.3676
4354,12.6,0,0.092433518,8,101.6674,2,3,1426.1436
7398,11.35,1,0.063173691,4,86.1856,2,1,1494.0552
3464,9.395,0,0.103664897,13,233.6932,2,1,1414.1592
6485,15.2,0,0.097043739,8,116.8492,1,1,2664.5316
1831,15.1,1,0.099839365,6,143.3786,1,1,1733.7432
6284,11.6,1,0.009818244,13,223.1404,1,1,5175.9292
5558,9.0,0,0.06953231,8,266.5884,1,1,6624.71
4553,19.7,0,0.038815341,7,124.2362,1,1,1887.543
782,13.35,0,0.038494623,13,240.2564,2,1,2860.2768
563,12.6,0,0.051778173,13,157.892,0,0,319.584
8254,16.0,0,0.08989642,4,143.4154,2,1,1985.4156
8204,7.235,0,0.167316771,13,197.5452,2,0,195.7452
2775,11.5,0,0.173867958,6,128.8652,1,1,1291.652
4392,12.6,0,0.041970938,6,55.4272,0,0,111.8544
3400,17.7,1,0.0,15,183.5924,1,1,7033.5112
6586,18.1,0,0.022526293,6,95.0094,1,1,1713.7692
1825,19.2,1,0.005620213,15,226.6062,1,1,5191.2426
2617,18.85,0,0.142219209,3,167.6132,2,2,1522.0188
6088,8.1,0,0.128760294,6,213.7902,1,1,5946.9256
1094,15.6,0,0.0,6,111.9518,0,1,2163.1842
6199,12.1,0,0.079806266,9,172.1106,0,1,3422.212
3169,16.7,1,0.052625179,5,113.4176,2,2,1488.7288
4478,12.6,0,0.040747616,13,140.2496,2,3,4093.3384
4326,17.6,0,0.049267759,13,113.0176,2,2,2862.94
5368,6.4,0,0.141860161,5,41.0796,2,0,41.2796
8240,7.155,1,0.168154574,1,33.7874,1,1,882.185
4641,8.355,0,0.013929059,0,94.1462,0,1,2221.1088
6087,19.0,0,0.128349909,13,106.5622,1,1,1482.0708
4315,12.6,0,0.065872936,6,113.1886,0,0,111.1886
5008,17.85,1,0.046608497,6,122.9388,0,1,3095.97
1654,7.935,0,0.031710329,9,263.091,2,1,5522.811
7216,7.855,1,0.161798604,0,37.2848,0,1,745.696
8074,15.6,0,0.045055587,4,242.3854,0,1,2416.854
2323,19.75,1,0.018051091,5,179.866,0,1,2696.49
2413,8.18,1,0.082867689,5,58.5588,1,1,171.7764
6764,17.5,0,0.015557426,6,184.7266,1,1,2213.1192
2654,7.075,0,0.022566975,5,97.3068,0,1,1263.6884
6064,12.6,0,0.02528566,6,158.792,2,3,4474.176
7359,17.0,0,0.126244059,9,124.6362,0,1,3900.9222
3780,12.6,1,0.096046304,10,178.7028,2,3,4604.6728
2678,6.26,1,0.016516867,10,151.1366,2,0,453.4098
4489,16.25,0,0.078290271,3,93.1804,0,1,1194.4452
4989,8.1,1,0.019768503,3,88.6198,0,1,1569.9564
8034,7.975,0,0.014631149,0,84.525,0,1,416.125
6615,18.75,0,0.053025371,13,192.5504,2,2,2109.2544
5522,12.85,0,0.121972274,13,43.1428,1,1,703.0848
4119,20.5,0,0.143574191,9,37.219,1,1,476.047
178,12.6,1,0.191013663,14,42.1112,0,0,42.6112
5426,17.1,1,0.07436116,6,206.1638,2,2,4141.276
6812,15.6,0,0.066726133,11,185.8924,0,1,3516.7556
1534,11.35,1,0.005530516,6,171.179,0,1,4923.591
8251,12.6,0,0.049478259,6,245.4144,2,3,3675.216
4030,10.895,0,0.035893143,6,131.3284,2,2,1318.284
3286,12.6,1,0.073562475,4,254.9356,2,3,8138.7392
1204,12.6,0,0.043168763,14,82.8592,0,0,165.1184
2202,20.1,1,0.054540159,5,152.1366,0,1,755.683
6537,12.6,1,0.075676339,5,190.4846,2,3,8789.8916
7155,16.75,0,0.128778474,1,89.1856,2,1,1581.9408
6808,20.1,0,0.077769768,8,63.0536,2,2,980.0576
7403,6.92,1,0.131458247,2,90.5804,2,2,183.7608
4546,13.8,1,0.06457046,6,76.2012,1,1,1669.8264
975,20.0,1,0.028118435,6,46.7744,1,1,1222.4088
8353,12.6,0,0.031024168,8,210.5244,0,0,1482.0708
1770,13.1,0,0.075363922,4,73.8354,1,1,1956.1204
829,11.8,0,0.113234914,14,186.3924,2,1,5367.6796
941,10.895,0,0.064621927,6,196.6794,2,1,1170.4764
5740,7.575,0,0.055379648,4,198.1768,1,1,5321.0736
2486,12.6,0,0.041821227,14,107.628,0,0,213.056
627,12.6,1,0.041622264,6,124.0072,0,1,4042.7376
